Filename                                                                                                                                             Regions    Missed Regions     Cover   Functions  Missed Functions  Executed       Lines      Missed Lines     Cover    Branches   Missed Branches     Cover
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/ecma/operations/ecma-promise-object.cpp                                          339               339     0.00%          32                32     0.00%         604               604     0.00%         160               160     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/ecma/operations/ecma-reference.cpp                                               139                96    30.94%           6                 3    50.00%         158               110    30.38%          62                45    27.42%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/ecma/operations/ecma-shared-arraybuffer-object.cpp                                 4                 4     0.00%           2                 2     0.00%          10                10     0.00%           0                 0         -
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/ecma/operations/ecma-string-object.cpp                                            32                32     0.00%           2                 2     0.00%          57                57     0.00%          19                19     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/ecma/operations/ecma-symbol-object.cpp                                            40                40     0.00%           5                 5     0.00%          61                61     0.00%          19                19     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/ecma/operations/ecma-typedarray-object.cpp                                       678               678     0.00%          48                48     0.00%        1007              1007     0.00%         370               370     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/jcontext/jcontext.cpp                                                             37                37     0.00%           7                 7     0.00%          43                43     0.00%           9                 9     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/jmem/jmem-allocator.cpp                                                           32                 0   100.00%           4                 0   100.00%          29                 0   100.00%           8                 0   100.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/jmem/jmem-heap.cpp                                                               325               125    61.54%          13                 1    92.31%         343               133    61.22%          89                41    53.93%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/jmem/jmem-poolman.cpp                                                             36                 0   100.00%           4                 0   100.00%          44                 0   100.00%           8                 0   100.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/jrt/jrt-fatals.cpp                                                                 3                 3     0.00%           1                 1     0.00%           5                 5     0.00%           1                 1     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/jrt/jrt-logging.cpp                                                                2                 2     0.00%           2                 2     0.00%           6                 6     0.00%           0                 0         -
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/lit/lit-char-helpers.cpp                                                         385               319    17.14%          26                22    15.38%         343               318     7.29%         198               175    11.62%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/lit/lit-magic-strings.cpp                                                        712                45    93.68%          12                 3    75.00%         213                94    55.87%          62                31    50.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/lit/lit-strings.cpp                                                              466               419    10.09%          31                23    25.81%         501               444    11.38%         190               176     7.37%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/parser/js/common.cpp                                                              12                12     0.00%           1                 1     0.00%          13                13     0.00%          10                10     0.00%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/parser/js/js-lexer.cpp                                                          1889              1474    21.97%          47                29    38.30%        2175              1700    21.84%        1230               989    19.59%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/parser/js/js-parser-expr.cpp                                                    2495              2209    11.46%          49                39    20.41%        2959              2626    11.25%        1470              1271    13.54%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/parser/js/js-parser-mem.cpp                                                      274               155    43.43%          32                11    65.62%         367               181    50.68%         104                62    40.38%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/parser/js/js-parser-statm.cpp                                                   1036               954     7.92%          26                24     7.69%        1915              1802     5.90%         744               673     9.54%
Users/noh/Desktop/Repo/THORVG/src/loaders/lottie/jerryscript/jerry-core/parser/js/js-parser-tagged-template-literal.cpp                                   30                30     0.00%           4                 4     0.00%          75                75     0.00%          13                13     0.00%
